0	0	1	0	0	6	5	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	1	1	7	0	0	143	140	610	146	0	2	5	0	0	14	0	1	2	0	0	1	0	1	0	0	6	0	0	0	4	1	0	0	0	1	0	1	0	0	11	0	0	1	0	0	6	4	5	5	1	5	0	0	1
4	0	0	1	0	2	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	6	0	6	0	0	0	0	0	14	4	0	0	192	128	146	499	1	0	5	0	0	8	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	5	0	2	0	0	1	0	0	0	0	6	0	5	12	16	1	1	6	0	0
0	0	0	0	0	1	6	0	0	0	2	0	22	0	11	0	1	0	4	0	0	0	0	0	14	0	0	27	22	28	0	0	12	0	8	0	0	3	5	5	5	3	0	0	0	0	0	1	649	43	143	34	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	14	0	0	0	21	0	0	7	0	9	0	0	13	0	0	0	0	0	7	0	2	19	0	9
0	0	0	4	0	0	0	10	9	0	0	0	0	1	0	10	0	3	0	7	6	13	13	0	0	16	22	0	0	0	7	1	0	12	0	0	4	0	0	0	0	0	0	4	0	0	2	0	43	634	34	162	0	0	0	0	0	4	6	0	4	0	1	5	0	0	0	0	0	0	0	3	29	0	17	0	0	0	0	6	5	0	9	0	0	0	0	0	3	0	0	14	0
3	0	8	0	0	0	0	0	0	0	2	18	5	0	13	0	1	0	3	0	0	0	0	2	9	0	0	34	13	27	0	0	9	0	17	0	0	0	0	0	7	0	0	0	0	0	5	5	143	34	637	35	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	20	0	0	0	7	0	0	5	0	0	0	0	0	0	9	5	1	0	10	0	0	6	0	0
0	8	0	3	0	0	0	7	0	0	0	0	0	1	0	3	0	3	0	6	7	8	6	0	0	21	43	0	0	0	3	5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	34	162	35	492	0	0	0	2	0	0	0	1	0	0	4	6	0	0	7	0	0	0	5	7	3	0	12	0	0	0	0	9	1	0	10	0	0	0	0	0	10	0	0	0	0
0	1	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	4	0	0	0	4	1	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	583	44	156	216	0	1	16	2	0	8	5	8	0	0	10	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	26	0	0	0	0
9	0	4	0	0	2	9	0	0	0	5	9	18	0	4	0	8	0	5	0	0	0	0	8	11	0	0	2	0	4	0	0	0	0	13	0	0	6	0	12	0	8	0	0	4	0	14	8	4	0	22	0	44	616	28	42	0	0	0	0	0	0	1	0	31	6	0	12	3	6	0	0	0	16	0	0	0	1	7	0	0	0	0	10	6	2	13	18	0	14	3	0	10
0	3	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	156	28	575	146	3	1	4	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	1	0	0	4	0	0	0	0
0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	3	0	11	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	216	42	146	606	0	1	4	0	5	1	0	1	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	1	3	0	0	0	0
